product_url,title,price,currency,listing_type,condition,seller_type,showroom_name,showroom_url,posted_time,fans_count,view_count,description,phones,whatsapps,images,images_count,specifications,images_local_paths,المصنع,الصنف,الموديل,قاطع,اللون,اللون الداخلي,النوع,ناقل السرعة,نظام الدفع,فرش المقاعد,السنة,سلندر,تحديد المواقع,سي دي,دي في دي,كاميرا خلفية,الحساسات,فتحة السقف,تحت الضمان,بلوتوث,وارد,نوع الوقود,بانوراما,دخول بدون مفتاح,كاميرا امامية,الطلاء الأصلي,تدفئة في المقاعد,تبريد في المقاعد,المالك الأول,تدليك في المقاعد,عدد المقاعد,قياس الجنط ( الرنج )
https://qatarsale.com/ar/product/lexus_lx_570_s_black_edition_2016_white_automatic_suv-605277,"لكزس  ال اكس  570 اس بلاك ايديشن  2016  اوتوماتيك  275,000 كم  8 سلندر  دفع رباعي  اس يو في  أبيض",125000,رق,للبيع,,,معرض همدان للسيارات- مدينة مواتر,https://qatarsale.com/ar/showroom/hamdan_car_showroom,قبل دقيقتين,0,0,,"['+974 31666991', '+974 31666992']",[],"['https://media-blob.qatarsale.com/605277-productimages/605277_0_20260609084045959136.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_1_20260609084045959734.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_2_20260609084045960075.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_3_20260609084045960389.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_4_20260609084045960642.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_5_20260609084045960855.webp', 'https://media-blob.qatarsale.com/605277-productimages/605277_6_20260609084045961051.webp']",7,"{'المصنع': 'لكزس', 'الصنف': 'ال اكس', 'الموديل': '570 اس بلاك ايديشن', 'قاطع': '275,000', 'اللون': 'أبيض', 'اللون الداخلي': 'برتقالي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2016', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'دي في دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/605277_0_20260609084045959136.webp', 'images/605277_1_20260609084045959734.webp', 'images/605277_2_20260609084045960075.webp', 'images/605277_3_20260609084045960389.webp', 'images/605277_4_20260609084045960642.webp', 'images/605277_5_20260609084045960855.webp', 'images/605277_6_20260609084045961051.webp']",لكزس,ال اكس,570 اس بلاك ايديشن,"275,000",أبيض,برتقالي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2016,8,نعم,نعم,نعم,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/mercedes_benz_s_class_450_2025_gray_automatic_sedan-508016,"مرسيدس - بنز  اس - كلاس  450  2025  اوتوماتيك  2,500 كم  6 سلندر  دفع رباعي  سيدان  رمادي  تحت الضمان",459995,رق,للبيع,,,ناصر بن خالد للسيارات - مرسيدس بنز,https://qatarsale.com/ar/showroom/nbka,قبل 9 دقائق,5,1100,,"['+974 44624464', '+974 5013 3926']",[],"['https://media-blob.qatarsale.com/508016-productimages/508016_0_20260203133351985426.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_1_20260203133351985820.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_2_20260203133351986090.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_3_20260203133351986345.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_4_20260203133351986578.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_5_20260203133351986867.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_6_20260203133351987065.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_7_20260203133351987324.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_8_20260203133351987761.webp', 'https://media-blob.qatarsale.com/508016-productimages/508016_9_20260203133351987999.webp']",10,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'اس - كلاس', 'الموديل': '450', 'قاطع': '2,500', 'اللون': 'رمادي', 'اللون الداخلي': 'بني', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '6', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/508016_0_20260203133351985426.webp', 'images/508016_1_20260203133351985820.webp', 'images/508016_2_20260203133351986090.webp', 'images/508016_3_20260203133351986345.webp', 'images/508016_4_20260203133351986578.webp', 'images/508016_5_20260203133351986867.webp', 'images/508016_6_20260203133351987065.webp', 'images/508016_7_20260203133351987324.webp', 'images/508016_8_20260203133351987761.webp', 'images/508016_9_20260203133351987999.webp']",مرسيدس - بنز,اس - كلاس,450,"2,500",رمادي,بني,سيدان,اوتوماتيك,دفع رباعي,جلد,2025,6,,,,,نعم,نعم,نعم,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/bentley_continental_gt_2015_purple_automatic_coupe_sport-536655,"بنتلي  كونتيننتل  جي تي  2015  اوتوماتيك  139,000 كم  8 سلندر  دفع كلي مستمر  كوبيه \ سبورت  بنفسجي",135000,رق,للبيع,,,ديجيتال موتورز,https://qatarsale.com/ar/showroom/digital_motors,قبل 8 دقائق,2,862,,"['+974 74769990', '+974 30003503']",[],"['https://media-blob.qatarsale.com/536655-productimages/536655_0_20260421091556447342.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_1_20260421091556448771.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_2_20260421091556449124.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_3_20260421091556449470.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_4_20260421091556449827.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_6_20260421091556450520.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_7_20260421091556450826.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_13_20260421091556479436.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_9_20260421091556451424.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_10_20260421091556451709.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_12_20260421091556452268.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_11_20260421091556452001.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_5_20260421091556450119.webp', 'https://media-blob.qatarsale.com/536655-productimages/536655_8_20260421091556451121.webp']",14,"{'المصنع': 'بنتلي', 'الصنف': 'كونتيننتل', 'الموديل': 'جي تي', 'قاطع': '139,000', 'اللون': 'بنفسجي', 'اللون الداخلي': 'أحمر', 'النوع': 'كوبيه \\ سبورت', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2015', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/536655_0_20260421091556447342.webp', 'images/536655_1_20260421091556448771.webp', 'images/536655_2_20260421091556449124.webp', 'images/536655_3_20260421091556449470.webp', 'images/536655_4_20260421091556449827.webp', 'images/536655_6_20260421091556450520.webp', 'images/536655_7_20260421091556450826.webp', 'images/536655_13_20260421091556479436.webp', 'images/536655_9_20260421091556451424.webp', 'images/536655_10_20260421091556451709.webp', 'images/536655_12_20260421091556452268.webp', 'images/536655_11_20260421091556452001.webp', 'images/536655_5_20260421091556450119.webp', 'images/536655_8_20260421091556451121.webp']",بنتلي,كونتيننتل,جي تي,"139,000",بنفسجي,أحمر,كوبيه \ سبورت,اوتوماتيك,دفع كلي مستمر,جلد,2015,8,نعم,نعم,,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/land_rover_range_rover_velar_2020_silver_automatic_suv-467844,"لاند روفر  رنج روفر  فيلار  2020  اوتوماتيك  67,000 كم  4 سلندر  دفع رباعي  اس يو في  فضي",115000,رق,للبيع,,,ديجيتال موتورز,https://qatarsale.com/ar/showroom/digital_motors,قبل 9 دقائق,1,214,,"['+974 74769990', '+974 30003503']",[],"['https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090659745526.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090700350770.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090700615872.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090700903248.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090701245824.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090701527367.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090701754619.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090702024329.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090702293937.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090702542568.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090702801530.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090703067097.webp', 'https://media-blob.qatarsale.com/549280-productimages/549280_0_20260513090703297478.webp']",13,"{'المصنع': 'لاند روفر', 'الصنف': 'رنج روفر', 'الموديل': 'فيلار', 'قاطع': '67,000', 'اللون': 'فضي', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2020', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/549280_0_20260513090659745526.webp', 'images/549280_0_20260513090700350770.webp', 'images/549280_0_20260513090700615872.webp', 'images/549280_0_20260513090700903248.webp', 'images/549280_0_20260513090701245824.webp', 'images/549280_0_20260513090701527367.webp', 'images/549280_0_20260513090701754619.webp', 'images/549280_0_20260513090702024329.webp', 'images/549280_0_20260513090702293937.webp', 'images/549280_0_20260513090702542568.webp', 'images/549280_0_20260513090702801530.webp', 'images/549280_0_20260513090703067097.webp', 'images/549280_0_20260513090703297478.webp']",لاند روفر,رنج روفر,فيلار,"67,000",فضي,بيج,اس يو في,اوتوماتيك,دفع رباعي,جلد,2020,4,نعم,نعم,,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/byd_seal_2025_black_automatic_sedan-586974,"بي واي دي  سيل  2025  اوتوماتيك  30,000 كم  0 سلندر  دفع كلي مستمر  سيدان  أسود",130000,رق,للبيع,,,ديجيتال موتورز,https://qatarsale.com/ar/showroom/digital_motors,قبل 9 دقائق,1,255,,"['+974 74769990', '+974 30003503']",[],"['https://media-blob.qatarsale.com/586974-productimages/586974_0_20260602092557181429.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_1_20260602092557181841.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_2_20260602092557182116.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_3_20260602092557182431.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_4_20260602092557182711.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_5_20260602092557182945.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_6_20260602092557183424.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_7_20260602092557183759.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_8_20260602092557184134.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_9_20260602092557184418.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_10_20260602092557184709.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_11_20260602092557185039.webp', 'https://media-blob.qatarsale.com/586974-productimages/586974_12_20260602092557185299.webp']",13,"{'المصنع': 'بي واي دي', 'الصنف': 'سيل', 'الموديل': 'عادي', 'قاطع': '30,000', 'اللون': 'أسود', 'اللون الداخلي': 'سمائي', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '0', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/586974_0_20260602092557181429.webp', 'images/586974_1_20260602092557181841.webp', 'images/586974_2_20260602092557182116.webp', 'images/586974_3_20260602092557182431.webp', 'images/586974_4_20260602092557182711.webp', 'images/586974_5_20260602092557182945.webp', 'images/586974_6_20260602092557183424.webp', 'images/586974_7_20260602092557183759.webp', 'images/586974_8_20260602092557184134.webp', 'images/586974_9_20260602092557184418.webp', 'images/586974_10_20260602092557184709.webp', 'images/586974_11_20260602092557185039.webp', 'images/586974_12_20260602092557185299.webp']",بي واي دي,سيل,عادي,"30,000",أسود,سمائي,سيدان,اوتوماتيك,دفع كلي مستمر,جلد,2025,0,نعم,نعم,,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/toyota_land_cruiser_gxr_2012_white_automatic_suv-602839,"تويوتا  لاند كروزر  جي اكس ار  2012  اوتوماتيك  168,000 كم  8 سلندر  دفع رباعي  اس يو في  أبيض",89000,رق,للبيع,,,الفيصلية للسيارات - مدينة مواتر,https://qatarsale.com/ar/showroom/al_faisaliah_motors_mawater_city,قبل 7 دقائق,3,92,,"['+974 33334811', '+974 33334874']",[],"['https://media-blob.qatarsale.com/602839-productimages/602839_0_20260606094047508271.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_1_20260606094047509848.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_2_20260606094047510388.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_3_20260606094047510743.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_4_20260606094047511120.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_5_20260606094047511476.webp', 'https://media-blob.qatarsale.com/602839-productimages/602839_6_20260606094047511770.webp']",7,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'جي اكس ار', 'قاطع': '168,000', 'اللون': 'أبيض', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2012', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/602839_0_20260606094047508271.webp', 'images/602839_1_20260606094047509848.webp', 'images/602839_2_20260606094047510388.webp', 'images/602839_3_20260606094047510743.webp', 'images/602839_4_20260606094047511120.webp', 'images/602839_5_20260606094047511476.webp', 'images/602839_6_20260606094047511770.webp']",تويوتا,لاند كروزر,جي اكس ار,"168,000",أبيض,بيج,اس يو في,اوتوماتيك,دفع رباعي,قماش,2012,8,نعم,نعم,,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/toyota_land_cruiser_gxr_2017_black_automatic_suv-519692,"تويوتا  لاند كروزر  جي اكس ار  2017  اوتوماتيك  181,000 كم  8 سلندر  دفع رباعي  اس يو في  أسود",135000,رق,للبيع,,,الفيصلية للسيارات - مدينة مواتر,https://qatarsale.com/ar/showroom/al_faisaliah_motors_mawater_city,قبل دقيقة,7,1280,,"['+974 33334811', '+974 33334874']",[],"['https://media-blob.qatarsale.com/519692-productimages/519692_0_20260307085826383835.webp', 'https://media-blob.qatarsale.com/519692-productimages/519692_1_20260307085826384502.webp', 'https://media-blob.qatarsale.com/519692-productimages/519692_2_20260307085826384959.webp', 'https://media-blob.qatarsale.com/519692-productimages/519692_3_20260307085826385295.webp', 'https://media-blob.qatarsale.com/519692-productimages/519692_4_20260307085826385618.webp', 'https://media-blob.qatarsale.com/519692-productimages/519692_5_20260307085826385863.webp']",6,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'جي اكس ار', 'قاطع': '181,000', 'اللون': 'أسود', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2017', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/519692_0_20260307085826383835.webp', 'images/519692_1_20260307085826384502.webp', 'images/519692_2_20260307085826384959.webp', 'images/519692_3_20260307085826385295.webp', 'images/519692_4_20260307085826385618.webp', 'images/519692_5_20260307085826385863.webp']",تويوتا,لاند كروزر,جي اكس ار,"181,000",أسود,بيج,اس يو في,اوتوماتيك,دفع رباعي,جلد,2017,8,نعم,نعم,,نعم,نعم,نعم,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/gwm_tank_500_2026_gold_automatic_suv-605257,"جي دبليو ام  تانك  500  2026  اوتوماتيك  9,000 كم  6 سلندر  دفع رباعي  اس يو في  ذهبي  تحت الضمان",168000,رق,للبيع,,,الفيصلية للسيارات - مدينة مواتر,https://qatarsale.com/ar/showroom/al_faisaliah_motors_mawater_city,قبل 6 دقائق,0,4,,"['+974 33334811', '+974 33334874']",[],"['https://media-blob.qatarsale.com/605257-productimages/605257_0_20260609080214616266.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_1_20260609080214616732.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_2_20260609080214617034.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_3_20260609080214617380.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_4_20260609080214617776.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_5_20260609080214618034.webp', 'https://media-blob.qatarsale.com/605257-productimages/605257_6_20260609080214618299.webp']",7,"{'المصنع': 'جي دبليو ام', 'الصنف': 'تانك', 'الموديل': '500', 'قاطع': '9,000', 'اللون': 'ذهبي', 'اللون الداخلي': 'سكري', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2026', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/605257_0_20260609080214616266.webp', 'images/605257_1_20260609080214616732.webp', 'images/605257_2_20260609080214617034.webp', 'images/605257_3_20260609080214617380.webp', 'images/605257_4_20260609080214617776.webp', 'images/605257_5_20260609080214618034.webp', 'images/605257_6_20260609080214618299.webp']",جي دبليو ام,تانك,500,"9,000",ذهبي,سكري,اس يو في,اوتوماتيك,دفع رباعي,جلد,2026,6,نعم,نعم,,نعم,نعم,نعم,نعم,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/mercedes_benz_eqb_350_2024_black_automatic_suv-429716,"مرسيدس - بنز  اي كيو بي  350  2024  اوتوماتيك  14,000 كم  0 سلندر  دفع رباعي  اس يو في  أسود  تحت الضمان",179590,رق,للبيع,,,ناصر بن خالد للسيارات - مرسيدس بنز,https://qatarsale.com/ar/showroom/nbka,قبل 5 دقائق,4,1234,,"['+974 44624464', '+974 5013 3926']",[],"['https://media-blob.qatarsale.com/429716-productimages/429716_0_20251014074800211989.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_1_20251014074800212925.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_2_20251014074800213684.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_3_20251014074800214418.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_5_20251014074800215853.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_6_20251014074800216605.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_7_20251014074800217298.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_8_20251014074800218017.webp', 'https://media-blob.qatarsale.com/429716-productimages/429716_9_20251014074800218719.webp']",9,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'اي كيو بي', 'الموديل': '350', 'قاطع': '14,000', 'اللون': 'أسود', 'اللون الداخلي': 'بني', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '0', 'كاميرا خلفية': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'كاميرا امامية': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'كهربائية'}","['images/429716_0_20251014074800211989.webp', 'images/429716_1_20251014074800212925.webp', 'images/429716_2_20251014074800213684.webp', 'images/429716_3_20251014074800214418.webp', 'images/429716_5_20251014074800215853.webp', 'images/429716_6_20251014074800216605.webp', 'images/429716_7_20251014074800217298.webp', 'images/429716_8_20251014074800218017.webp', 'images/429716_9_20251014074800218719.webp']",مرسيدس - بنز,اي كيو بي,350,"14,000",أسود,بني,اس يو في,اوتوماتيك,دفع رباعي,جلد,2024,0,,,,نعم,,نعم,نعم,نعم,,كهربائية,,نعم,نعم,,,,,,,
https://qatarsale.com/ar/product/ford_ranger_raptor_2023_black_automatic_pick_up-554494,"فورد  رانجر  رابتر  2023  اوتوماتيك  116,000 كم  6 سلندر  دفع رباعي  بيكب  أسود",160000,رق,للبيع,,,ديجيتال موتورز,https://qatarsale.com/ar/showroom/digital_motors,قبل 10 دقائق,2,499,,"['+974 74769990', '+974 30003503']",[],"['https://media-blob.qatarsale.com/554494-productimages/554494_0_20260516095055853221.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_1_20260516095055853808.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_2_20260516095055854145.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_3_20260516095055854672.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_4_20260516095055854926.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_5_20260516095055855237.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_6_20260516095055855522.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_7_20260516095055855794.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_8_20260516095055856129.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_9_20260516095055856443.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_10_20260516095055856756.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_11_20260516095055857048.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_12_20260516095055857337.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_13_20260516095055857684.webp', 'https://media-blob.qatarsale.com/554494-productimages/554494_14_20260516095055857953.webp']",15,"{'المصنع': 'فورد', 'الصنف': 'رانجر', 'الموديل': 'رابتر', 'قاطع': '116,000', 'اللون': 'أسود', 'اللون الداخلي': 'أسود', 'النوع': 'بيكب', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/554494_0_20260516095055853221.webp', 'images/554494_1_20260516095055853808.webp', 'images/554494_2_20260516095055854145.webp', 'images/554494_3_20260516095055854672.webp', 'images/554494_4_20260516095055854926.webp', 'images/554494_5_20260516095055855237.webp', 'images/554494_6_20260516095055855522.webp', 'images/554494_7_20260516095055855794.webp', 'images/554494_8_20260516095055856129.webp', 'images/554494_9_20260516095055856443.webp', 'images/554494_10_20260516095055856756.webp', 'images/554494_11_20260516095055857048.webp', 'images/554494_12_20260516095055857337.webp', 'images/554494_13_20260516095055857684.webp', 'images/554494_14_20260516095055857953.webp']",فورد,رانجر,رابتر,"116,000",أسود,أسود,بيكب,اوتوماتيك,دفع رباعي,جلد,2023,6,نعم,نعم,,نعم,نعم,كلا,كلا,نعم,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/mercedes_benz_s_class_450amg_2024_black_automatic_sedan-484248,"مرسيدس - بنز  اس - كلاس  450اي ام جي  2024  اوتوماتيك  4,000 كم  6 سلندر  دفع خلفي  سيدان  أسود  تحت الضمان",439000,رق,للبيع,,,سلفر اوتو,https://qatarsale.com/ar/showroom/silver_auto_66,قبل 20 دقيقة,4,1110,,"['+974 50466633', '+974 55655323', '+974 50776616']",[],"['https://media-blob.qatarsale.com/489339-productimages/489339_0_20260103062547690313.webp', 'https://media-blob.qatarsale.com/489339-productimages/489339_0_20260103062548667367.webp', 'https://media-blob.qatarsale.com/489339-productimages/489339_0_20260103062548916056.webp', 'https://media-blob.qatarsale.com/489339-productimages/489339_0_20260103062549153207.webp', 'https://media-blob.qatarsale.com/489339-productimages/489339_0_20260103062549401701.webp', 'https://media-blob.qatarsale.com/484248-productimages/484248_7_20251229084454459711.webp', 'https://media-blob.qatarsale.com/484248-productimages/484248_9_20251229084454460293.webp']",7,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'اس - كلاس', 'الموديل': '450اي ام جي', 'قاطع': '4,000', 'اللون': 'أسود', 'اللون الداخلي': 'بني', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2024', 'سلندر': '6', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/489339_0_20260103062547690313.webp', 'images/489339_0_20260103062548667367.webp', 'images/489339_0_20260103062548916056.webp', 'images/489339_0_20260103062549153207.webp', 'images/489339_0_20260103062549401701.webp', 'images/484248_7_20251229084454459711.webp', 'images/484248_9_20251229084454460293.webp']",مرسيدس - بنز,اس - كلاس,450اي ام جي,"4,000",أسود,بني,سيدان,اوتوماتيك,دفع خلفي,جلد,2024,6,,,,,نعم,نعم,نعم,نعم,,بنزين,,,,,,,,,,
