product_url,title,price,currency,listing_type,condition,seller_type,showroom_name,showroom_url,posted_time,fans_count,view_count,description,phones,whatsapps,images,images_count,specifications,images_local_paths,المصنع,الصنف,الموديل,قاطع,اللون,اللون الداخلي,النوع,ناقل السرعة,نظام الدفع,فرش المقاعد,السنة,سلندر,تحديد المواقع,سي دي,كاميرا خلفية,الحساسات,فتحة السقف,تحت الضمان,بلوتوث,وارد,الطلاء الأصلي,نوع الوقود,المالك الأول,تدفئة في المقاعد,تبريد في المقاعد,دي في دي,بانوراما,دخول بدون مفتاح,كاميرا امامية,تدليك في المقاعد,عدد المقاعد,قياس الجنط ( الرنج )
https://qatarsale.com/ar/product/ferrari_296_gtb_2025_red_automatic_coupe_sport-546700," فيراري  296  جي تي بي  2025  اوتوماتيك  5,000 كم  6 سلندر  دفع كلي مستمر  كوبيه \ سبورت  أحمر  تحت الضمان ","945,000",ر.ق,للبيع,,,,,,0,0," وارد قطر
ضمان وصيانه مجانيه
حمايه + عازل
كاربون فايبر  ",['+974 50560666'],[],"['https://media-blob.qatarsale.com/546700-productimages/546700_0_20260512071440136591.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_1_20260512071440137137.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_2_20260512071440137518.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_3_20260512071440137805.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_4_20260512071440138090.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_5_20260512071440138371.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_6_20260512071440138637.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_7_20260512071440138974.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_8_20260512071440139240.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_9_20260512071440139494.webp', 'https://media-blob.qatarsale.com/546700-productimages/546700_10_20260512071440139740.webp']",11,"{'المصنع': 'فيراري', 'الصنف': '296', 'الموديل': 'جي تي بي', 'قاطع': '5,000', 'اللون': 'أحمر', 'اللون الداخلي': 'أحمر', 'النوع': 'كوبيه \\ سبورت', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع كلي مستمر', 'فرش المقاعد': 'جلد', 'السنة': '2025', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'نوع الوقود': 'بنزين'}","['images/546700_0_20260512071440136591.webp', 'images/546700_1_20260512071440137137.webp', 'images/546700_2_20260512071440137518.webp', 'images/546700_3_20260512071440137805.webp', 'images/546700_4_20260512071440138090.webp', 'images/546700_5_20260512071440138371.webp', 'images/546700_6_20260512071440138637.webp', 'images/546700_7_20260512071440138974.webp', 'images/546700_8_20260512071440139240.webp', 'images/546700_9_20260512071440139494.webp', 'images/546700_10_20260512071440139740.webp']",فيراري,296,جي تي بي,"5,000",أحمر,أحمر,كوبيه \ سبورت,اوتوماتيك,دفع كلي مستمر,جلد,2025,6,نعم,نعم,نعم,نعم,كلا,نعم,نعم,الدوحة,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/lexus_lx_570_s_black_edition_2018_black_automatic_suv-605248," لكزس  ال اكس  570 اس بلاك ايديشن  2018  اوتوماتيك  227,000 كم  8 سلندر  دفع رباعي  اس يو في  أسود ","233,000",ر.ق,للبيع,,,اكــزوتـيـك كـارز,https://qatarsale.com/ar/showroom/exotic_cars_60,,0,0,,"['+974 60002881', '+974 44410024']",[],"['https://media-blob.qatarsale.com/605248-productimages/605248_0_20260609075318363568.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_1_20260609075318364108.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_2_20260609075318364552.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_3_20260609075318364855.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_4_20260609075318365176.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_5_20260609075318365585.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_6_20260609075318365994.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_7_20260609075318366251.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_8_20260609075318366503.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_9_20260609075318366779.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_10_20260609075318367132.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_11_20260609075318367405.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_12_20260609075318367602.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_13_20260609075318367851.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_14_20260609075318368100.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_15_20260609075318368420.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_16_20260609075318368631.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_17_20260609075318368901.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_18_20260609075318369135.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_19_20260609075318369339.webp', 'https://media-blob.qatarsale.com/605248-productimages/605248_20_20260609075318369560.webp']",21,"{'المصنع': 'لكزس', 'الصنف': 'ال اكس', 'الموديل': '570 اس بلاك ايديشن', 'قاطع': '227,000', 'اللون': 'أسود', 'اللون الداخلي': 'برتقالي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2018', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'دي في دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/605248_0_20260609075318363568.webp', 'images/605248_1_20260609075318364108.webp', 'images/605248_2_20260609075318364552.webp', 'images/605248_3_20260609075318364855.webp', 'images/605248_4_20260609075318365176.webp', 'images/605248_5_20260609075318365585.webp', 'images/605248_6_20260609075318365994.webp', 'images/605248_7_20260609075318366251.webp', 'images/605248_8_20260609075318366503.webp', 'images/605248_9_20260609075318366779.webp', 'images/605248_10_20260609075318367132.webp', 'images/605248_11_20260609075318367405.webp', 'images/605248_12_20260609075318367602.webp', 'images/605248_13_20260609075318367851.webp', 'images/605248_14_20260609075318368100.webp', 'images/605248_15_20260609075318368420.webp', 'images/605248_16_20260609075318368631.webp', 'images/605248_17_20260609075318368901.webp', 'images/605248_18_20260609075318369135.webp', 'images/605248_19_20260609075318369339.webp', 'images/605248_20_20260609075318369560.webp']",لكزس,ال اكس,570 اس بلاك ايديشن,"227,000",أسود,برتقالي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2018,8,نعم,نعم,نعم,نعم,نعم,كلا,نعم,,,بنزين,,,,نعم,,,,,,
https://qatarsale.com/ar/product/lexus_lx_600_vip_2023_white_automatic_suv-537633," لكزس  ال اكس  600 في اي بي  2023  اوتوماتيك  51,000 كم  6 سلندر  دفع رباعي  اس يو في  أبيض  تحت الضمان ","379,000",ر.ق,للبيع,,,النسيم - مدينة المواتر,https://qatarsale.com/ar/showroom/al_naseem_mawater_city3779,,0,0,,"['+974 70309077', '+974 31431155', '+974 33090550']",[],"['https://media-blob.qatarsale.com/537633-productimages/537633_0_20260423100634816977.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_1_20260423100634817844.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_2_20260423100634818265.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_3_20260423100634818584.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_4_20260423100634818877.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_5_20260423100634819213.webp', 'https://media-blob.qatarsale.com/537633-productimages/537633_6_20260423100634819484.webp']",7,"{'المصنع': 'لكزس', 'الصنف': 'ال اكس', 'الموديل': '600 في اي بي', 'قاطع': '51,000', 'اللون': 'أبيض', 'اللون الداخلي': 'برتقالي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'دي في دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/537633_0_20260423100634816977.webp', 'images/537633_1_20260423100634817844.webp', 'images/537633_2_20260423100634818265.webp', 'images/537633_3_20260423100634818584.webp', 'images/537633_4_20260423100634818877.webp', 'images/537633_5_20260423100634819213.webp', 'images/537633_6_20260423100634819484.webp']",لكزس,ال اكس,600 في اي بي,"51,000",أبيض,برتقالي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2023,6,نعم,نعم,نعم,نعم,نعم,نعم,نعم,,,بنزين,,,,نعم,,,,,,
https://qatarsale.com/ar/product/toyota_raize_2024_white_automatic_suv-527609," تويوتا  رايز  2024  اوتوماتيك  30,000 كم  4 سلندر  دفع خلفي  اس يو في  أبيض ","48,000",ر.ق,للبيع,,,شركة سهيل للسيارات - مدبنة مواتر,https://qatarsale.com/ar/showroom/suhail_cars_company_119,,0,0,,"['+974 66620206', '+974 70007061', '+974 31163218', '+974 74077377']",[],"['https://media-blob.qatarsale.com/527609-productimages/527609_0_20260401101252935556.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_1_20260401101252936046.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_2_20260401101252936322.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_3_20260401101252936640.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_4_20260401101252936942.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_5_20260401101252937227.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_6_20260401101252937566.webp', 'https://media-blob.qatarsale.com/527609-productimages/527609_7_20260401101252937891.webp']",8,"{'المصنع': 'تويوتا', 'الصنف': 'رايز', 'الموديل': 'عادي', 'قاطع': '30,000', 'اللون': 'أبيض', 'اللون الداخلي': 'أسود', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'قماش', 'السنة': '2024', 'سلندر': '4', 'سي دي': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'كلا', 'تحت الضمان': 'كلا', 'بلوتوث': 'كلا', 'نوع الوقود': 'بنزين'}","['images/527609_0_20260401101252935556.webp', 'images/527609_1_20260401101252936046.webp', 'images/527609_2_20260401101252936322.webp', 'images/527609_3_20260401101252936640.webp', 'images/527609_4_20260401101252936942.webp', 'images/527609_5_20260401101252937227.webp', 'images/527609_6_20260401101252937566.webp', 'images/527609_7_20260401101252937891.webp']",تويوتا,رايز,عادي,"30,000",أبيض,أسود,اس يو في,اوتوماتيك,دفع خلفي,قماش,2024,4,,نعم,,نعم,كلا,كلا,كلا,,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/gwm_tank_700_2026_silver_automatic_suv-544099," جي دبليو ام  تانك  700  2026  اوتوماتيك  3,600 كم  6 سلندر  دفع رباعي  اس يو في  فضي  تحت الضمان ","220,000",ر.ق,للبيع,,,النسيم - مدينة المواتر,https://qatarsale.com/ar/showroom/al_naseem_mawater_city3779,,0,0,,"['+974 70309077', '+974 31431155', '+974 33090550']",[],"['https://media-blob.qatarsale.com/544099-productimages/544099_0_20260507083759042506.webp', 'https://media-blob.qatarsale.com/544099-productimages/544099_1_20260507083759042875.webp', 'https://media-blob.qatarsale.com/544099-productimages/544099_2_20260507083759043109.webp', 'https://media-blob.qatarsale.com/544099-productimages/544099_3_20260507083759043480.webp', 'https://media-blob.qatarsale.com/544099-productimages/544099_4_20260507083759043841.webp', 'https://media-blob.qatarsale.com/544099-productimages/544099_5_20260507083759044128.webp']",6,"{'المصنع': 'جي دبليو ام', 'الصنف': 'تانك', 'الموديل': '700', 'قاطع': '3,600', 'اللون': 'فضي', 'اللون الداخلي': 'برتقالي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2026', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/544099_0_20260507083759042506.webp', 'images/544099_1_20260507083759042875.webp', 'images/544099_2_20260507083759043109.webp', 'images/544099_3_20260507083759043480.webp', 'images/544099_4_20260507083759043841.webp', 'images/544099_5_20260507083759044128.webp']",جي دبليو ام,تانك,700,"3,600",فضي,برتقالي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2026,6,نعم,نعم,نعم,نعم,نعم,نعم,نعم,,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/land_rover_range_rover_vogue_2016_white_automatic_suv-604525," لاند روفر  رنج روفر  فوج  2016  اوتوماتيك  128,000 كم  8 سلندر  دفع رباعي  اس يو في  أبيض ","69,000",ج. م,للبيع,,,,,,0,0,,['+974 55225096'],[],"['https://media-blob.qatarsale.com/604527-productimages/604527_0_20260608111621575773.webp', 'https://media-blob.qatarsale.com/604529-productimages/604529_0_20260608112345027633.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_1_20260608111520222642.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_2_20260608111520223033.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_3_20260608111520223890.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_5_20260608111520224801.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_6_20260608111520225130.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_7_20260608111520225453.webp', 'https://media-blob.qatarsale.com/604525-productimages/604525_8_20260608111520225747.webp']",9,"{'المصنع': 'لاند روفر', 'الصنف': 'رنج روفر', 'الموديل': 'فوج', 'قاطع': '128,000', 'اللون': 'أبيض', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2016', 'سلندر': '8', 'تحديد المواقع': 'نعم', 'دي في دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'تدفئة في المقاعد': 'نعم', 'تبريد في المقاعد': 'نعم', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/604527_0_20260608111621575773.webp', 'images/604529_0_20260608112345027633.webp', 'images/604525_1_20260608111520222642.webp', 'images/604525_2_20260608111520223033.webp', 'images/604525_3_20260608111520223890.webp', 'images/604525_5_20260608111520224801.webp', 'images/604525_6_20260608111520225130.webp', 'images/604525_7_20260608111520225453.webp', 'images/604525_8_20260608111520225747.webp']",لاند روفر,رنج روفر,فوج,"128,000",أبيض,بيج,اس يو في,اوتوماتيك,دفع رباعي,جلد,2016,8,نعم,,نعم,نعم,نعم,كلا,نعم,,,بنزين,,نعم,نعم,نعم,نعم,نعم,,,,
https://qatarsale.com/ar/product/mercedes_benz_c_class_200_amg_2015_silver_automatic_sedan-542943," مرسيدس - بنز  سي - كلاس  200 اي ام جي  2015  اوتوماتيك  121,000 كم  4 سلندر  دفع خلفي  سيدان  فضي ","55,000",ر.ق,للبيع,,,,,,0,0,,['+974 55225096'],[],"['https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095451396842.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095451939452.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095452239263.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095452527189.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095452786158.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095453058629.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095453298099.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095453558408.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095453810608.webp', 'https://media-blob.qatarsale.com/543222-productimages/543222_0_20260505095454061748.webp']",10,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'سي - كلاس', 'الموديل': '200 اي ام جي', 'قاطع': '121,000', 'اللون': 'فضي', 'اللون الداخلي': 'أحمر', 'النوع': 'سيدان', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع خلفي', 'فرش المقاعد': 'جلد', 'السنة': '2015', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'نعم', 'وارد': 'الدوحة', 'دخول بدون مفتاح': 'نعم', 'نوع الوقود': 'بنزين'}","['images/543222_0_20260505095451396842.webp', 'images/543222_0_20260505095451939452.webp', 'images/543222_0_20260505095452239263.webp', 'images/543222_0_20260505095452527189.webp', 'images/543222_0_20260505095452786158.webp', 'images/543222_0_20260505095453058629.webp', 'images/543222_0_20260505095453298099.webp', 'images/543222_0_20260505095453558408.webp', 'images/543222_0_20260505095453810608.webp', 'images/543222_0_20260505095454061748.webp']",مرسيدس - بنز,سي - كلاس,200 اي ام جي,"121,000",فضي,أحمر,سيدان,اوتوماتيك,دفع خلفي,جلد,2015,4,نعم,نعم,نعم,نعم,نعم,كلا,نعم,الدوحة,,بنزين,,,,,نعم,نعم,,,,
https://qatarsale.com/ar/product/toyota_land_cruiser_gxr_2013_white_automatic_suv-437217," تويوتا  لاند كروزر  جي اكس ار  2013  اوتوماتيك  411,000 كم  8 سلندر  دفع رباعي  اس يو في  أبيض ","77,000",ر.ق,للبيع,,,شركة سهيل للسيارات - مدبنة مواتر,https://qatarsale.com/ar/showroom/suhail_cars_company_119,,0,0,,"['+974 66620206', '+974 70007061', '+974 31163218', '+974 74077377']",[],"['https://media-blob.qatarsale.com/437217-productimages/437217_0_20251026092542997968.webp', 'https://media-blob.qatarsale.com/437217-productimages/437217_1_20251026092542999111.webp', 'https://media-blob.qatarsale.com/437217-productimages/437217_2_20251026092542999905.webp', 'https://media-blob.qatarsale.com/437217-productimages/437217_3_20251026092543000718.webp', 'https://media-blob.qatarsale.com/437217-productimages/437217_4_20251026092543001457.webp', 'https://media-blob.qatarsale.com/437217-productimages/437217_5_20251026092543002148.webp']",6,"{'المصنع': 'تويوتا', 'الصنف': 'لاند كروزر', 'الموديل': 'جي اكس ار', 'قاطع': '411,000', 'اللون': 'أبيض', 'اللون الداخلي': 'بيج', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'قماش', 'السنة': '2013', 'سلندر': '8', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/437217_0_20251026092542997968.webp', 'images/437217_1_20251026092542999111.webp', 'images/437217_2_20251026092542999905.webp', 'images/437217_3_20251026092543000718.webp', 'images/437217_4_20251026092543001457.webp', 'images/437217_5_20251026092543002148.webp']",تويوتا,لاند كروزر,جي اكس ار,"411,000",أبيض,بيج,اس يو في,اوتوماتيك,دفع رباعي,قماش,2013,8,,,,نعم,نعم,كلا,نعم,,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/mercedes_benz_a_class_200_2018_red_automatic_hatchback-574013," مرسيدس - بنز  ايه - كلاس  200  2018  اوتوماتيك  68,000 كم  4 سلندر  دفع رباعي  هاتشباك  أحمر ","60,000",ر.ق,للبيع,,,النسيم - مدينة المواتر,https://qatarsale.com/ar/showroom/al_naseem_mawater_city3779,,0,0,,"['+974 70309077', '+974 31431155', '+974 33090550']",[],"['https://media-blob.qatarsale.com/574013-productimages/574013_0_20260525085052480073.webp', 'https://media-blob.qatarsale.com/574013-productimages/574013_1_20260525085052480749.webp', 'https://media-blob.qatarsale.com/574013-productimages/574013_2_20260525085052481106.webp', 'https://media-blob.qatarsale.com/574013-productimages/574013_3_20260525085052481397.webp', 'https://media-blob.qatarsale.com/574013-productimages/574013_4_20260525085052481671.webp', 'https://media-blob.qatarsale.com/574013-productimages/574013_5_20260525085052482020.webp']",6,"{'المصنع': 'مرسيدس - بنز', 'الصنف': 'ايه - كلاس', 'الموديل': '200', 'قاطع': '68,000', 'اللون': 'أحمر', 'اللون الداخلي': 'أسود وبيج', 'النوع': 'هاتشباك', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'مخمل \\ جلد', 'السنة': '2018', 'سلندر': '4', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'دي في دي': 'كلا', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'كلا', 'بلوتوث': 'نعم', 'بانوراما': 'كلا', 'كاميرا امامية': 'كلا', 'المالك الأول': 'كلا', 'الطلاء الأصلي': 'كلا', 'تدفئة في المقاعد': 'كلا', 'تبريد في المقاعد': 'كلا', 'دخول بدون مفتاح': 'كلا', 'تدليك في المقاعد': 'كلا', 'نوع الوقود': 'بنزين'}","['images/574013_0_20260525085052480073.webp', 'images/574013_1_20260525085052480749.webp', 'images/574013_2_20260525085052481106.webp', 'images/574013_3_20260525085052481397.webp', 'images/574013_4_20260525085052481671.webp', 'images/574013_5_20260525085052482020.webp']",مرسيدس - بنز,ايه - كلاس,200,"68,000",أحمر,أسود وبيج,هاتشباك,اوتوماتيك,دفع رباعي,مخمل \ جلد,2018,4,نعم,نعم,نعم,نعم,نعم,كلا,نعم,,كلا,بنزين,كلا,كلا,كلا,كلا,كلا,كلا,كلا,كلا,,
https://qatarsale.com/ar/product/land_rover_defender_110_hse_2023_black_matte_automatic_suv-604562," لاند روفر  ديفيندر  110 اتش اس اي  2023  اوتوماتيك  109,900 كم  6 سلندر  دفع رباعي  اس يو في  اسود مطفي  تحت الضمان ","235,000",ر.ق,للبيع,,,,,,0,0,,['+974 55225096'],[],"['https://media-blob.qatarsale.com/604562-productimages/604562_0_20260608123841798769.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_1_20260608123841799234.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_2_20260608123841799628.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_3_20260608123841800018.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_4_20260608123841800317.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_5_20260608123841800574.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_6_20260608123841800810.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_7_20260608123841801044.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_8_20260608123841801333.webp', 'https://media-blob.qatarsale.com/604562-productimages/604562_9_20260608123841801594.webp']",10,"{'المصنع': 'لاند روفر', 'الصنف': 'ديفيندر', 'الموديل': '110 اتش اس اي', 'قاطع': '109,900', 'اللون': 'اسود مطفي', 'اللون الداخلي': 'أسود', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2023', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'وارد': 'الدوحة', 'نوع الوقود': 'بنزين'}","['images/604562_0_20260608123841798769.webp', 'images/604562_1_20260608123841799234.webp', 'images/604562_2_20260608123841799628.webp', 'images/604562_3_20260608123841800018.webp', 'images/604562_4_20260608123841800317.webp', 'images/604562_5_20260608123841800574.webp', 'images/604562_6_20260608123841800810.webp', 'images/604562_7_20260608123841801044.webp', 'images/604562_8_20260608123841801333.webp', 'images/604562_9_20260608123841801594.webp']",لاند روفر,ديفيندر,110 اتش اس اي,"109,900",اسود مطفي,أسود,اس يو في,اوتوماتيك,دفع رباعي,جلد,2023,6,نعم,,نعم,نعم,نعم,نعم,نعم,الدوحة,,بنزين,,,,,,,,,,
https://qatarsale.com/ar/product/gwm_tank_500_2026_white_automatic_suv-601560, جي دبليو ام  تانك  500  2026  اوتوماتيك  700 كم  6 سلندر  دفع رباعي  اس يو في  أبيض  تحت الضمان ,"168,000",ر.ق,للبيع,,,النسيم - مدينة المواتر,https://qatarsale.com/ar/showroom/al_naseem_mawater_city3779,,0,0,,"['+974 70309077', '+974 31431155', '+974 33090550']",[],"['https://media-blob.qatarsale.com/601560-productimages/601560_0_20260604082242244256.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_1_20260604082242244675.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_2_20260604082242244958.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_3_20260604082242245242.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_4_20260604082242245479.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_5_20260604082242245696.webp', 'https://media-blob.qatarsale.com/601560-productimages/601560_6_20260604082242245970.webp']",7,"{'المصنع': 'جي دبليو ام', 'الصنف': 'تانك', 'الموديل': '500', 'قاطع': '700', 'اللون': 'أبيض', 'اللون الداخلي': 'برتقالي', 'النوع': 'اس يو في', 'ناقل السرعة': 'اوتوماتيك', 'نظام الدفع': 'دفع رباعي', 'فرش المقاعد': 'جلد', 'السنة': '2026', 'سلندر': '6', 'تحديد المواقع': 'نعم', 'سي دي': 'نعم', 'كاميرا خلفية': 'نعم', 'الحساسات': 'نعم', 'فتحة السقف': 'نعم', 'تحت الضمان': 'نعم', 'بلوتوث': 'نعم', 'نوع الوقود': 'بنزين'}","['images/601560_0_20260604082242244256.webp', 'images/601560_1_20260604082242244675.webp', 'images/601560_2_20260604082242244958.webp', 'images/601560_3_20260604082242245242.webp', 'images/601560_4_20260604082242245479.webp', 'images/601560_5_20260604082242245696.webp', 'images/601560_6_20260604082242245970.webp']",جي دبليو ام,تانك,500,700,أبيض,برتقالي,اس يو في,اوتوماتيك,دفع رباعي,جلد,2026,6,نعم,نعم,نعم,نعم,نعم,نعم,نعم,,,بنزين,,,,,,,,,,
